,cluster1,cluster2,cluster3
29847,29.0,14.0,22.0
29849,16.0,8.0,13.0
29850,35.0,18.0,27.0
29851,26.0,12.0,17.0
29852,33.0,16.0,23.0
29857,13.0,4.0,2.0
29870,23.0,4.0,
29871,32.0,17.0,27.0
22,17.0,9.0,15.0
25,8.0,6.0,7.0
26,9.0,1.0,8.0
27,19.0,14.0,17.0
29,15.0,15.0,19.0
30,9.0,7.0,5.0
34,8.0,10.0,7.0
35,13.0,12.0,8.0
39,12.0,9.0,9.0
41,15.0,12.0,17.0
42,11.0,8.0,15.0
43,15.0,9.0,9.0
49,19.0,13.0,21.0
51,14.0,10.0,9.0
55,13.0,13.0,15.0
57,19.0,12.0,17.0
58,13.0,12.0,14.0
60,17.0,12.0,13.0
62,23.0,18.0,21.0
63,18.0,15.0,20.0
65,16.0,14.0,15.0
66,10.0,11.0,9.0
67,6.0,,7.0
68,3.0,3.0,3.0
69,15.0,12.0,14.0
70,18.0,15.0,15.0
71,12.0,9.0,6.0
81,4.0,,2.0
82,10.0,7.0,5.0
85,7.0,7.0,9.0
93,11.0,6.0,13.0
98,8.0,5.0,8.0
100,7.0,5.0,12.0
104,9.0,7.0,10.0
107,7.0,8.0,7.0
118,12.0,9.0,13.0
120,10.0,7.0,8.0
126,11.0,9.0,7.0
132,3.0,3.0,3.0
148,5.0,9.0,9.0
150,3.0,1.0,6.0
153,7.0,4.0,8.0
154,7.0,6.0,11.0
156,11.0,11.0,10.0
158,9.0,8.0,14.0
170,4.0,2.0,3.0
181,8.0,3.0,6.0
184,5.0,3.0,2.0
194,2.0,,1.0
201,5.0,2.0,5.0
205,8.0,4.0,6.0
207,3.0,,1.0
209,9.0,,5.0
211,8.0,2.0,5.0
212,9.0,3.0,3.0
215,12.0,9.0,11.0
218,5.0,2.0,3.0
222,1.0,3.0,2.0
223,3.0,,6.0
231,9.0,4.0,6.0
232,2.0,2.0,2.0
243,4.0,2.0,4.0
249,6.0,2.0,4.0
251,28.0,19.0,13.0
252,14.0,10.0,4.0
254,10.0,7.0,8.0
255,20.0,13.0,16.0
256,8.0,4.0,5.0
257,8.0,4.0,9.0
258,13.0,6.0,8.0
259,11.0,8.0,4.0
264,7.0,2.0,5.0
266,12.0,6.0,8.0
272,7.0,5.0,4.0
277,7.0,3.0,4.0
279,11.0,6.0,3.0
283,5.0,2.0,4.0
286,6.0,4.0,5.0
287,9.0,6.0,5.0
288,5.0,2.0,4.0
294,10.0,4.0,9.0
296,16.0,10.0,11.0
297,13.0,6.0,6.0
298,19.0,10.0,12.0
299,15.0,8.0,8.0
301,18.0,7.0,12.0
303,17.0,9.0,11.0
305,4.0,1.0,
306,22.0,13.0,15.0
308,10.0,3.0,5.0
309,5.0,3.0,4.0
310,4.0,2.0,3.0
312,11.0,8.0,5.0
327,19.0,5.0,8.0
328,15.0,8.0,8.0
331,2.0,1.0,2.0
332,1.0,2.0,1.0
334,22.0,12.0,15.0
335,11.0,6.0,6.0
336,22.0,11.0,6.0
337,15.0,4.0,6.0
344,5.0,,
346,14.0,5.0,6.0
347,21.0,12.0,11.0
348,10.0,4.0,4.0
349,15.0,6.0,7.0
351,14.0,17.0,14.0
355,9.0,4.0,1.0
357,22.0,12.0,13.0
359,9.0,3.0,2.0
367,12.0,5.0,5.0
368,9.0,1.0,3.0
376,6.0,1.0,5.0
380,30.0,14.0,17.0
381,21.0,13.0,12.0
390,8.0,3.0,1.0
392,11.0,3.0,6.0
393,16.0,7.0,6.0
397,30.0,18.0,22.0
405,18.0,12.0,12.0
409,30.0,15.0,20.0
410,14.0,3.0,7.0
412,13.0,7.0,9.0
415,24.0,17.0,19.0
418,31.0,21.0,23.0
419,9.0,2.0,4.0
421,9.0,4.0,5.0
430,33.0,15.0,24.0
432,11.0,6.0,9.0
433,11.0,2.0,8.0
435,24.0,14.0,18.0
436,21.0,11.0,14.0
437,26.0,14.0,17.0
438,11.0,4.0,6.0
442,10.0,5.0,5.0
446,21.0,12.0,16.0
448,8.0,4.0,5.0
449,9.0,4.0,4.0
450,4.0,2.0,4.0
456,18.0,9.0,15.0
461,1.0,1.0,1.0
462,21.0,11.0,15.0
463,1.0,2.0,
464,5.0,1.0,3.0
465,7.0,4.0,4.0
467,4.0,1.0,4.0
468,6.0,3.0,5.0
477,24.0,13.0,18.0
485,18.0,9.0,13.0
486,9.0,5.0,1.0
487,21.0,8.0,10.0
488,3.0,1.0,
491,24.0,7.0,11.0
492,7.0,2.0,1.0
494,22.0,9.0,11.0
495,8.0,4.0,6.0
507,32.0,18.0,25.0
508,32.0,16.0,16.0
509,19.0,10.0,13.0
517,14.0,6.0,7.0
518,27.0,13.0,16.0
519,30.0,17.0,14.0
524,10.0,4.0,6.0
528,24.0,14.0,17.0
529,11.0,6.0,5.0
533,4.0,,1.0
536,4.0,1.0,4.0
539,2.0,,1.0
546,5.0,1.0,4.0
547,8.0,2.0,5.0
552,26.0,13.0,17.0
554,10.0,4.0,6.0
555,10.0,5.0,8.0
560,10.0,3.0,7.0
562,16.0,8.0,9.0
563,4.0,2.0,4.0
566,18.0,10.0,9.0
578,17.0,10.0,10.0
581,13.0,7.0,7.0
584,8.0,4.0,4.0
587,13.0,6.0,8.0
590,18.0,10.0,11.0
591,5.0,2.0,3.0
596,9.0,4.0,5.0
598,20.0,11.0,12.0
599,15.0,6.0,8.0
600,4.0,3.0,
601,17.0,7.0,10.0
606,14.0,5.0,8.0
607,9.0,4.0,6.0
609,18.0,9.0,12.0
612,23.0,12.0,19.0
614,17.0,5.0,9.0
615,17.0,5.0,8.0
616,31.0,17.0,23.0
617,23.0,10.0,11.0
618,23.0,9.0,11.0
647,33.0,16.0,19.0
650,15.0,8.0,9.0
651,31.0,17.0,22.0
656,11.0,3.0,3.0
657,16.0,8.0,7.0
659,12.0,3.0,
660,11.0,3.0,2.0
664,31.0,26.0,28.0
665,17.0,12.0,9.0
667,11.0,15.0,17.0
668,11.0,5.0,4.0
669,9.0,,
671,17.0,4.0,5.0
672,16.0,8.0,11.0
675,18.0,4.0,1.0
679,29.0,25.0,21.0
680,7.0,3.0,2.0
681,14.0,6.0,7.0
683,4.0,1.0,
684,14.0,4.0,3.0
685,20.0,4.0,3.0
688,6.0,1.0,2.0
699,26.0,13.0,18.0
700,26.0,18.0,24.0
701,19.0,10.0,10.0
702,24.0,9.0,10.0
703,8.0,5.0,9.0
705,17.0,12.0,19.0
706,10.0,4.0,7.0
710,13.0,11.0,9.0
711,17.0,12.0,17.0
713,13.0,10.0,12.0
714,7.0,6.0,4.0
715,20.0,11.0,17.0
718,23.0,15.0,19.0
721,21.0,17.0,23.0
726,14.0,13.0,16.0
727,28.0,16.0,22.0
730,33.0,21.0,26.0
732,20.0,17.0,22.0
733,24.0,16.0,20.0
734,32.0,23.0,26.0
766,22.0,12.0,20.0
767,18.0,6.0,7.0
769,33.0,25.0,28.0
772,17.0,9.0,12.0
773,19.0,8.0,11.0
775,13.0,6.0,11.0
776,15.0,11.0,12.0
787,10.0,3.0,2.0
788,21.0,14.0,20.0
789,9.0,5.0,6.0
793,6.0,2.0,2.0
794,11.0,9.0,9.0
796,17.0,7.0,10.0
797,7.0,4.0,5.0
800,18.0,10.0,15.0
804,13.0,6.0,12.0
805,6.0,2.0,6.0
807,18.0,10.0,14.0
809,9.0,4.0,7.0
810,20.0,14.0,21.0
814,15.0,8.0,13.0
816,17.0,7.0,9.0
819,11.0,5.0,8.0
822,18.0,8.0,12.0
823,7.0,5.0,4.0
825,10.0,6.0,11.0
827,10.0,9.0,10.0
830,25.0,15.0,20.0
831,21.0,16.0,19.0
833,31.0,21.0,24.0
853,3.0,1.0,3.0
859,22.0,11.0,19.0
866,18.0,7.0,8.0
867,10.0,6.0,6.0
870,5.0,3.0,3.0
879,9.0,5.0,7.0
884,6.0,1.0,
887,13.0,4.0,4.0
888,12.0,3.0,3.0
889,26.0,11.0,12.0
890,9.0,2.0,6.0
892,16.0,6.0,9.0
896,5.0,2.0,2.0
897,4.0,1.0,
903,15.0,4.0,7.0
913,16.0,4.0,8.0
915,15.0,6.0,5.0
918,16.0,6.0,6.0
921,10.0,5.0,3.0
922,8.0,2.0,
924,25.0,8.0,14.0
926,20.0,5.0,10.0
930,1.0,1.0,2.0
938,17.0,7.0,6.0
949,19.0,7.0,11.0
950,10.0,1.0,4.0
951,10.0,2.0,5.0
953,16.0,9.0,10.0
966,22.0,9.0,10.0
967,15.0,5.0,6.0
969,31.0,15.0,19.0
972,19.0,10.0,10.0
973,18.0,9.0,10.0
978,15.0,8.0,8.0
979,16.0,7.0,8.0
980,4.0,,
982,10.0,4.0,6.0
983,18.0,9.0,10.0
986,12.0,5.0,4.0
987,16.0,8.0,8.0
989,31.0,18.0,24.0
996,11.0,3.0,10.0
998,25.0,13.0,18.0
1000,22.0,9.0,14.0
1002,11.0,6.0,8.0
1004,19.0,7.0,14.0
1007,24.0,13.0,17.0
1012,13.0,7.0,9.0
1014,19.0,8.0,16.0
1016,12.0,6.0,8.0
1017,9.0,4.0,6.0
1018,7.0,2.0,3.0
1019,23.0,9.0,14.0
1029,20.0,13.0,16.0
1030,27.0,13.0,19.0
1035,10.0,7.0,6.0
1040,12.0,4.0,3.0
1041,32.0,14.0,18.0
1043,20.0,8.0,11.0
1055,3.0,,
1068,18.0,3.0,6.0
1069,8.0,4.0,6.0
1076,4.0,2.0,
1077,14.0,5.0,5.0
1080,20.0,10.0,9.0
1081,27.0,15.0,16.0
1092,9.0,1.0,8.0
1094,20.0,8.0,11.0
1097,21.0,9.0,12.0
1098,11.0,5.0,5.0
1100,28.0,17.0,20.0
1104,10.0,2.0,3.0
1106,14.0,8.0,10.0
1107,21.0,12.0,13.0
1109,22.0,9.0,12.0
1114,9.0,4.0,6.0
1122,11.0,4.0,5.0
1125,5.0,4.0,5.0
1126,13.0,3.0,7.0
1141,5.0,2.0,1.0
1142,7.0,1.0,3.0
1145,6.0,2.0,4.0
1148,18.0,6.0,7.0
1149,18.0,7.0,9.0
1150,15.0,5.0,7.0
1153,18.0,6.0,10.0
1154,27.0,13.0,13.0
1155,30.0,17.0,20.0
1156,18.0,9.0,10.0
1157,21.0,10.0,15.0
1159,24.0,14.0,18.0
1164,12.0,7.0,7.0
1166,5.0,2.0,4.0
1167,7.0,3.0,3.0
1168,10.0,6.0,5.0
1169,19.0,7.0,10.0
1171,21.0,9.0,14.0
1175,5.0,4.0,4.0
1176,2.0,1.0,3.0
1179,5.0,2.0,3.0
1180,10.0,3.0,8.0
1182,10.0,4.0,9.0
1183,24.0,11.0,13.0
1193,29.0,17.0,18.0
1195,22.0,13.0,11.0
1201,10.0,6.0,4.0
1206,23.0,12.0,14.0
1210,2.0,,1.0
1212,5.0,2.0,2.0
1220,20.0,10.0,15.0
1238,7.0,1.0,3.0
1240,16.0,7.0,8.0
1244,4.0,2.0,1.0
1258,19.0,6.0,11.0
1264,13.0,5.0,6.0
1267,15.0,3.0,7.0
1269,12.0,6.0,8.0
1270,17.0,8.0,11.0
1271,14.0,6.0,5.0
1272,7.0,4.0,6.0
1273,15.0,8.0,14.0
1275,12.0,7.0,8.0
1277,8.0,2.0,4.0
1278,14.0,7.0,8.0
1279,27.0,15.0,18.0
1280,10.0,6.0,6.0
1281,3.0,2.0,1.0
1285,27.0,9.0,11.0
1286,19.0,11.0,13.0
1287,3.0,1.0,
1288,16.0,6.0,4.0
1290,24.0,13.0,15.0
1291,10.0,7.0,8.0
1292,15.0,7.0,9.0
1293,15.0,8.0,8.0
1294,10.0,6.0,9.0
1295,23.0,11.0,14.0
1298,6.0,1.0,2.0
1299,6.0,5.0,7.0
1300,7.0,2.0,4.0
1303,14.0,10.0,10.0
1305,25.0,14.0,17.0
1307,30.0,16.0,20.0
1308,23.0,13.0,14.0
1316,4.0,1.0,5.0
1317,20.0,13.0,16.0
1318,31.0,15.0,20.0
1320,26.0,11.0,21.0
1321,31.0,16.0,19.0
1324,22.0,12.0,14.0
1325,19.0,8.0,12.0
1326,5.0,,
1327,4.0,5.0,1.0
1328,20.0,11.0,16.0
1331,9.0,1.0,4.0
1333,18.0,14.0,14.0
1336,18.0,9.0,8.0
1338,2.0,1.0,
1339,27.0,14.0,22.0
1341,8.0,2.0,3.0
1343,20.0,10.0,10.0
1344,13.0,5.0,10.0
1346,1.0,2.0,2.0
1353,9.0,2.0,8.0
1354,17.0,14.0,11.0
1357,14.0,12.0,10.0
1359,13.0,5.0,4.0
1360,13.0,7.0,7.0
1366,5.0,1.0,2.0
1372,4.0,,3.0
1373,19.0,9.0,13.0
1375,25.0,15.0,16.0
1377,1.0,2.0,3.0
1378,24.0,13.0,16.0
1390,22.0,13.0,16.0
1395,22.0,10.0,12.0
1396,32.0,20.0,24.0
1398,2.0,1.0,3.0
1399,9.0,3.0,4.0
1400,3.0,1.0,
1404,10.0,4.0,4.0
1406,5.0,2.0,2.0
1409,29.0,15.0,19.0
1411,16.0,12.0,12.0
1412,13.0,5.0,3.0
1418,15.0,7.0,8.0
1419,15.0,7.0,6.0
1420,22.0,12.0,15.0
1422,14.0,7.0,7.0
1450,6.0,3.0,1.0
1453,29.0,19.0,21.0
1458,9.0,2.0,6.0
1459,11.0,6.0,6.0
1460,8.0,3.0,7.0
1466,12.0,6.0,6.0
1469,20.0,9.0,10.0
1475,10.0,3.0,2.0
1476,26.0,15.0,18.0
1478,14.0,5.0,7.0
1482,28.0,13.0,21.0
1487,4.0,2.0,4.0
1488,8.0,1.0,4.0
1489,11.0,4.0,4.0
1496,24.0,11.0,15.0
1497,26.0,13.0,17.0
1499,22.0,12.0,14.0
1501,9.0,3.0,4.0
1504,11.0,7.0,9.0
1506,12.0,8.0,7.0
1507,7.0,3.0,4.0
1510,10.0,7.0,6.0
1511,21.0,9.0,13.0
1513,7.0,2.0,2.0
1516,11.0,5.0,7.0
1517,9.0,7.0,5.0
1523,27.0,13.0,11.0
1526,7.0,1.0,1.0
1529,3.0,1.0,2.0
1531,15.0,10.0,7.0
1532,11.0,6.0,8.0
1548,33.0,22.0,23.0
1549,33.0,22.0,24.0
1551,33.0,17.0,18.0
1555,31.0,16.0,16.0
1556,22.0,10.0,14.0
1557,9.0,2.0,7.0
1561,20.0,6.0,10.0
1562,15.0,9.0,5.0
1566,21.0,10.0,7.0
1569,15.0,4.0,5.0
1570,11.0,3.0,4.0
1571,5.0,1.0,7.0
1576,30.0,19.0,21.0
1578,9.0,6.0,8.0
1579,13.0,6.0,7.0
1581,7.0,3.0,4.0
1582,4.0,2.0,4.0
1585,18.0,9.0,11.0
1587,21.0,11.0,9.0
1588,18.0,5.0,10.0
1591,22.0,12.0,16.0
1592,9.0,4.0,4.0
1594,5.0,2.0,2.0
1597,13.0,8.0,10.0
1603,8.0,3.0,5.0
1605,21.0,10.0,13.0
1606,22.0,11.0,15.0
1607,2.0,1.0,
1617,15.0,7.0,11.0
1618,24.0,10.0,15.0
1620,30.0,12.0,20.0
1621,27.0,14.0,20.0
1626,32.0,19.0,22.0
1629,25.0,12.0,15.0
1630,21.0,6.0,11.0
1632,25.0,13.0,16.0
1641,29.0,13.0,20.0
1646,29.0,15.0,22.0
1647,22.0,10.0,10.0
1648,3.0,,
1649,29.0,16.0,20.0
1650,26.0,11.0,10.0
1651,5.0,,3.0
1652,4.0,1.0,2.0
1653,16.0,8.0,8.0
1654,29.0,15.0,20.0
1655,17.0,10.0,14.0
1656,22.0,9.0,10.0
1657,25.0,13.0,15.0
1664,29.0,15.0,22.0
1667,6.0,2.0,4.0
1668,26.0,14.0,16.0
1672,14.0,4.0,6.0
1678,33.0,22.0,27.0
1683,23.0,12.0,17.0
1684,7.0,2.0,7.0
1685,29.0,15.0,21.0
1688,17.0,7.0,11.0
1692,14.0,5.0,7.0
1693,12.0,3.0,9.0
1694,13.0,5.0,4.0
1696,6.0,3.0,6.0
1698,19.0,7.0,8.0
1699,18.0,8.0,12.0
1709,16.0,8.0,8.0
1716,7.0,1.0,4.0
1721,14.0,4.0,6.0
1722,8.0,3.0,5.0
1725,33.0,18.0,24.0
1729,13.0,6.0,5.0
1730,10.0,3.0,4.0
1744,20.0,13.0,12.0
1746,17.0,8.0,9.0
1749,19.0,10.0,13.0
1750,19.0,8.0,9.0
1752,3.0,2.0,1.0
1754,8.0,1.0,1.0
1755,19.0,8.0,9.0
1759,25.0,13.0,15.0
1761,23.0,10.0,13.0
1763,32.0,15.0,25.0
1764,30.0,16.0,19.0
1769,27.0,14.0,18.0
1773,31.0,14.0,17.0
1784,8.0,5.0,7.0
1785,5.0,4.0,7.0
1786,9.0,8.0,11.0
1787,12.0,1.0,9.0
1788,7.0,3.0,6.0
1789,21.0,8.0,12.0
1790,17.0,10.0,15.0
1791,19.0,8.0,13.0
1794,14.0,7.0,11.0
1795,30.0,16.0,20.0
1797,23.0,11.0,16.0
1798,10.0,4.0,6.0
1799,14.0,3.0,4.0
1802,18.0,8.0,11.0
1803,23.0,10.0,10.0
1811,6.0,2.0,1.0
1814,18.0,7.0,9.0
1815,15.0,5.0,7.0
1816,26.0,15.0,16.0
1817,24.0,14.0,17.0
1818,24.0,15.0,15.0
1822,31.0,18.0,21.0
1823,8.0,3.0,3.0
1827,10.0,4.0,4.0
1828,7.0,1.0,2.0
1835,8.0,6.0,5.0
1838,5.0,1.0,3.0
1844,14.0,6.0,6.0
1845,14.0,7.0,8.0
1846,13.0,4.0,10.0
1849,6.0,1.0,5.0
1850,4.0,2.0,
1854,5.0,2.0,5.0
1858,13.0,6.0,7.0
1861,3.0,2.0,4.0
1867,12.0,6.0,8.0
1870,9.0,6.0,5.0
1876,13.0,9.0,6.0
1879,23.0,10.0,12.0
1881,24.0,12.0,16.0
1888,15.0,6.0,6.0
1893,15.0,8.0,6.0
1896,3.0,1.0,3.0
1897,14.0,5.0,9.0
1900,15.0,8.0,5.0
1901,16.0,4.0,9.0
1902,3.0,2.0,
1904,22.0,15.0,15.0
1907,31.0,17.0,19.0
1910,24.0,14.0,16.0
1913,8.0,2.0,2.0
1914,17.0,3.0,1.0
1916,19.0,8.0,13.0
1923,16.0,8.0,15.0
1924,21.0,10.0,15.0
1928,25.0,11.0,16.0
1930,21.0,12.0,13.0
1932,6.0,2.0,3.0
1934,2.0,2.0,2.0
1935,9.0,4.0,7.0
1936,22.0,11.0,14.0
1937,15.0,6.0,10.0
1950,24.0,16.0,15.0
1957,17.0,6.0,7.0
1959,7.0,4.0,4.0
1963,10.0,6.0,6.0
1965,13.0,7.0,10.0
1966,25.0,15.0,15.0
1971,15.0,10.0,11.0
1972,18.0,18.0,16.0
1974,11.0,9.0,9.0
1976,4.0,2.0,1.0
1992,15.0,8.0,7.0
2001,4.0,1.0,2.0
2023,11.0,6.0,7.0
2026,31.0,20.0,23.0
2035,15.0,12.0,10.0
2041,18.0,10.0,14.0
2042,16.0,11.0,11.0
2043,24.0,16.0,19.0
2046,22.0,15.0,21.0
2049,17.0,12.0,14.0
2050,13.0,8.0,12.0
2055,9.0,7.0,7.0
2056,12.0,6.0,9.0
2058,14.0,8.0,8.0
2059,3.0,2.0,5.0
2061,24.0,10.0,15.0
2062,18.0,12.0,14.0
2064,19.0,12.0,15.0
2066,26.0,16.0,18.0
2067,29.0,14.0,19.0
2069,8.0,4.0,5.0
2073,8.0,4.0,3.0
2075,26.0,14.0,16.0
2076,10.0,3.0,4.0
2081,15.0,6.0,7.0
2087,19.0,8.0,11.0
2092,22.0,9.0,17.0
2093,21.0,13.0,15.0
2095,15.0,6.0,12.0
2097,26.0,12.0,15.0
2099,17.0,8.0,11.0
2101,22.0,9.0,11.0
2102,12.0,3.0,6.0
2103,9.0,2.0,5.0
2105,21.0,10.0,14.0
2108,25.0,11.0,14.0
2110,24.0,12.0,19.0
2115,24.0,12.0,12.0
2117,20.0,8.0,12.0
2122,23.0,13.0,18.0
2139,31.0,21.0,25.0
2152,24.0,11.0,13.0
2154,7.0,3.0,4.0
2155,7.0,3.0,5.0
2156,24.0,13.0,14.0
2163,34.0,25.0,27.0
2170,8.0,1.0,3.0
2171,17.0,8.0,6.0
2181,19.0,11.0,16.0
2182,25.0,12.0,18.0
2190,33.0,17.0,22.0
2192,19.0,7.0,10.0
2197,2.0,1.0,
2198,16.0,8.0,9.0
2200,11.0,5.0,9.0
2201,8.0,5.0,5.0
2207,21.0,12.0,15.0
2209,8.0,4.0,6.0
2211,15.0,7.0,9.0
2213,13.0,3.0,8.0
2214,15.0,8.0,10.0
2215,22.0,11.0,14.0
2216,12.0,6.0,7.0
2217,13.0,3.0,6.0
2218,7.0,2.0,5.0
2219,6.0,2.0,5.0
2220,32.0,16.0,22.0
2228,29.0,19.0,22.0
2229,3.0,1.0,
2230,29.0,15.0,23.0
2231,10.0,1.0,2.0
2256,15.0,6.0,6.0
2263,5.0,2.0,3.0
2265,8.0,2.0,3.0
2267,17.0,4.0,7.0
2274,19.0,8.0,13.0
2275,28.0,13.0,20.0
2276,16.0,7.0,10.0
2280,13.0,6.0,8.0
2283,24.0,9.0,15.0
2287,17.0,8.0,11.0
2289,25.0,14.0,17.0
2290,19.0,9.0,12.0
2292,21.0,10.0,16.0
2294,17.0,7.0,11.0
2296,16.0,10.0,14.0
2297,26.0,14.0,20.0
2298,25.0,12.0,18.0
2301,16.0,9.0,11.0
2303,6.0,4.0,4.0
2304,22.0,13.0,14.0
2307,26.0,15.0,14.0
2308,20.0,11.0,11.0
2316,15.0,5.0,11.0
2317,11.0,6.0,4.0
2318,6.0,4.0,5.0
2320,14.0,4.0,10.0
2322,19.0,8.0,12.0
2323,6.0,3.0,4.0
2327,31.0,14.0,19.0
2334,23.0,10.0,16.0
2381,6.0,4.0,2.0
2389,26.0,12.0,15.0
2390,32.0,14.0,20.0
2391,18.0,9.0,10.0
2397,7.0,2.0,4.0
2401,6.0,4.0,4.0
2411,14.0,9.0,10.0
2412,30.0,16.0,22.0
2414,10.0,7.0,9.0
2415,19.0,11.0,10.0
2417,31.0,17.0,23.0
2427,26.0,13.0,16.0
2428,2.0,,3.0
2429,19.0,6.0,11.0
2430,22.0,12.0,12.0
2447,10.0,6.0,4.0
2448,16.0,9.0,12.0
2449,10.0,6.0,7.0
2450,9.0,4.0,5.0
2451,20.0,11.0,10.0
2452,12.0,5.0,9.0
2463,11.0,5.0,5.0
2473,13.0,9.0,6.0
2475,24.0,13.0,17.0
2481,10.0,3.0,5.0
2482,24.0,13.0,11.0
2483,6.0,2.0,5.0
2489,23.0,12.0,11.0
2490,9.0,4.0,4.0
2491,8.0,4.0,2.0
2494,5.0,2.0,2.0
2508,12.0,8.0,10.0
2517,28.0,12.0,19.0
2520,9.0,2.0,5.0
2521,21.0,11.0,10.0
2522,30.0,16.0,20.0
2524,33.0,19.0,25.0
2527,3.0,1.0,1.0
2532,15.0,10.0,9.0
2537,22.0,14.0,14.0
2540,33.0,17.0,24.0
2545,19.0,10.0,11.0
2546,1.0,,3.0
2548,9.0,5.0,7.0
2556,16.0,4.0,8.0
2557,6.0,3.0,8.0
2565,9.0,5.0,5.0
2566,13.0,8.0,11.0
2568,14.0,4.0,10.0
2573,9.0,7.0,9.0
2578,17.0,5.0,6.0
2584,20.0,9.0,9.0
2586,16.0,9.0,12.0
2587,23.0,10.0,11.0
2589,26.0,15.0,20.0
2590,30.0,16.0,20.0
2593,17.0,7.0,12.0
2596,18.0,10.0,11.0
2597,14.0,5.0,8.0
2606,33.0,23.0,22.0
2609,30.0,20.0,23.0
2612,27.0,14.0,15.0
2613,14.0,13.0,10.0
2614,11.0,6.0,7.0
2617,14.0,25.0,21.0
2618,5.0,4.0,4.0
2619,13.0,3.0,5.0
2622,14.0,7.0,7.0
2623,5.0,10.0,10.0
2624,9.0,1.0,9.0
2628,13.0,6.0,10.0
2633,19.0,12.0,13.0
2634,15.0,8.0,9.0
2635,12.0,5.0,8.0
2637,7.0,2.0,1.0
2639,13.0,8.0,12.0
2641,9.0,4.0,6.0
2643,25.0,14.0,19.0
2655,19.0,13.0,16.0
2660,9.0,6.0,7.0
2661,7.0,8.0,7.0
2663,27.0,16.0,21.0
2664,3.0,,4.0
2668,19.0,5.0,9.0
2670,30.0,23.0,21.0
2671,23.0,15.0,20.0
2674,18.0,18.0,23.0
2682,12.0,9.0,11.0
2684,20.0,15.0,20.0
2685,2.0,2.0,1.0
2686,1.0,2.0,2.0
2689,12.0,10.0,12.0
2690,24.0,18.0,19.0
2693,12.0,8.0,12.0
2694,22.0,16.0,20.0
2696,18.0,15.0,17.0
2697,23.0,16.0,20.0
2698,7.0,5.0,7.0
2702,25.0,20.0,24.0
2703,28.0,22.0,21.0
2705,24.0,17.0,20.0
2707,13.0,19.0,18.0
2709,19.0,15.0,21.0
2711,16.0,15.0,18.0
2712,18.0,14.0,20.0
2713,16.0,14.0,14.0
2715,32.0,27.0,24.0
2717,8.0,12.0,10.0
2719,26.0,25.0,24.0
2720,8.0,9.0,8.0
2721,4.0,2.0,2.0
2725,17.0,12.0,16.0
2726,13.0,10.0,10.0
2728,21.0,18.0,19.0
2729,13.0,12.0,13.0
2730,20.0,15.0,19.0
2733,21.0,18.0,21.0
2735,8.0,2.0,6.0
2737,11.0,13.0,8.0
2738,16.0,12.0,11.0
2739,13.0,12.0,9.0
2740,10.0,7.0,7.0
2741,4.0,1.0,3.0
2743,24.0,18.0,20.0
2745,21.0,16.0,21.0
2746,25.0,17.0,22.0
2750,12.0,12.0,13.0
2752,12.0,16.0,15.0
2754,16.0,13.0,17.0
2756,13.0,13.0,16.0
2761,14.0,13.0,14.0
2763,14.0,14.0,11.0
2765,7.0,2.0,1.0
2766,16.0,16.0,17.0
2767,9.0,12.0,13.0
2770,9.0,11.0,13.0
2781,26.0,12.0,12.0
2785,11.0,1.0,4.0
2787,29.0,16.0,17.0
2792,15.0,3.0,3.0
2793,20.0,9.0,14.0
2794,30.0,10.0,13.0
2796,21.0,11.0,13.0
2799,28.0,8.0,13.0
2800,29.0,11.0,18.0
2803,19.0,8.0,12.0
2805,32.0,22.0,23.0
2811,17.0,3.0,6.0
2815,9.0,2.0,2.0
2816,23.0,13.0,13.0
2817,30.0,13.0,17.0
2820,8.0,3.0,4.0
2821,9.0,6.0,9.0
2823,22.0,10.0,12.0
2824,9.0,3.0,7.0
2834,30.0,14.0,19.0
2835,11.0,2.0,5.0
2836,9.0,3.0,4.0
2841,15.0,4.0,7.0
2852,3.0,2.0,2.0
2860,19.0,10.0,10.0
2861,13.0,8.0,9.0
2865,21.0,11.0,12.0
2866,31.0,17.0,23.0
2869,5.0,3.0,5.0
2870,20.0,12.0,14.0
2871,19.0,12.0,13.0
2872,12.0,8.0,6.0
2874,25.0,13.0,18.0
2876,24.0,11.0,19.0
2877,22.0,14.0,21.0
2879,15.0,8.0,6.0
2890,8.0,7.0,7.0
2898,5.0,3.0,1.0
2904,7.0,4.0,5.0
2905,12.0,7.0,11.0
2909,27.0,14.0,17.0
2914,13.0,6.0,7.0
2915,12.0,5.0,4.0
2920,10.0,4.0,7.0
2922,7.0,2.0,5.0
2923,11.0,3.0,2.0
2924,19.0,8.0,13.0
2926,21.0,8.0,14.0
2929,22.0,11.0,14.0
2930,16.0,8.0,10.0
2932,7.0,3.0,4.0
2934,28.0,15.0,22.0
2935,17.0,8.0,4.0
2936,10.0,5.0,4.0
2939,9.0,8.0,7.0
2944,11.0,8.0,6.0
2945,15.0,5.0,3.0
2948,33.0,15.0,23.0
2959,14.0,8.0,5.0
2961,30.0,19.0,23.0
2963,22.0,13.0,18.0
2964,5.0,2.0,3.0
2969,6.0,4.0,4.0
2970,16.0,7.0,7.0
2972,18.0,8.0,11.0
2973,18.0,10.0,11.0
2974,10.0,4.0,5.0
2981,9.0,5.0,6.0
2982,10.0,7.0,3.0
2984,24.0,15.0,18.0
2985,3.0,2.0,1.0
2987,16.0,7.0,12.0
